Region.Name,country_birth,TOTAL,ALABAMA,ALASKA,ARIZONA,ARKANSAS,CALIFORNIA,COLORADO,CONNECTICUT,DELAWARE,DISTRICT.OF.COLUMBIA,FLORIDA,GEORGIA,GUAM,HAWAII,IDAHO,ILLINOIS,INDIANA,IOWA,KANSAS,KENTUCKY,LOUISIANA,MAINE,MARYLAND,MASSACHUSETTS,MICHIGAN,MINNESOTA,MISSISSIPPI,MISSOURI,MONTANA,NEBRASKA,NEVADA,NEW.HAMPSHIRE,NEW.JERSEY,NEW.MEXICO,NEW.YORK,NORTH.CAROLINA,NORTH.DAKOTA,OHIO,OKLAHOMA,OREGON,PENNSYLVANIA,PUERTO.RICO,RHODE.ISLAND,SOUTH.CAROLINA,SOUTH.DAKOTA,TENNESSEE,TEXAS,U.S..ARMED.SERVICES.POSTS,U.S..TERRITORIES1,UTAH,VERMONT,VIRGINIA,WASHINGTON,WEST.VIRGINIA,WISCONSIN,WYOMING,UNKNOWN
Africa,Sudan,9015,30,75,324,4,402,314,61,3,35,195,227,0,0,60,263,116,615,110,90,19,80,261,165,230,228,11,188,0,462,51,48,113,0,672,413,64,253,24,25,314,0,0,44,73,205,727,0,0,170,9,735,280,8,68,0,117
Americas,Suriname,744,0,0,0,0,27,0,9,0,0,173,18,0,0,0,0,0,0,0,0,3,0,3,11,0,0,0,0,0,0,0,0,41,0,315,11,0,0,0,0,12,0,0,0,0,0,30,0,0,0,0,6,0,0,0,0,8
Africa,Swaziland,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Sweden,3967,10,15,69,4,997,108,82,0,28,374,99,0,33,21,96,22,3,10,10,13,16,57,144,66,54,3,23,0,0,32,19,131,5,351,131,0,52,8,67,83,0,8,30,0,38,206,0,0,49,12,98,124,0,34,3,42
Europe,Switzerland,1997,6,10,42,0,412,55,38,0,7,230,38,0,18,4,49,3,3,3,0,0,0,24,80,32,22,0,13,6,0,14,4,81,14,214,42,0,25,4,33,46,0,4,15,5,17,113,0,0,16,9,56,54,0,16,0,24
Asia,Syria,12126,45,0,205,18,3343,48,191,9,19,788,163,0,0,8,972,123,31,66,53,32,7,153,410,759,60,19,79,0,32,66,11,751,3,613,148,8,476,77,85,587,0,86,46,0,88,719,0,0,27,0,309,95,62,75,0,108
Asia,Taiwan,21013,47,11,177,33,9488,173,129,33,18,419,335,28,133,43,428,133,30,75,50,35,8,409,497,267,117,11,141,3,23,295,48,748,48,1753,297,3,208,69,283,295,0,15,77,0,106,1658,5,3,157,0,352,983,10,92,3,166
Asia,Tajikistan,1310,0,0,4,0,122,82,5,0,0,47,12,0,0,0,34,0,0,3,0,0,0,18,8,0,20,0,17,0,60,6,0,72,0,397,13,0,4,0,26,64,0,0,8,0,0,41,0,0,3,0,82,40,0,4,0,19
Africa,Tanzania,3008,31,0,50,7,198,20,19,15,20,161,107,0,0,15,109,35,98,78,33,0,0,165,138,86,67,3,52,0,15,4,15,79,25,160,76,3,153,11,17,82,0,4,31,26,63,410,0,0,15,3,83,81,3,20,0,46
Asia,Thailand,27457,144,189,468,112,5956,474,232,22,25,1446,589,19,249,115,775,464,427,194,291,107,90,417,817,353,1844,52,247,36,459,584,78,290,60,1546,765,22,408,175,485,447,3,83,178,144,276,1668,30,11,268,43,862,952,33,1013,13,392
Asia,Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Togo,4880,26,0,67,0,94,70,119,14,52,73,315,0,0,0,415,73,234,26,42,9,0,579,83,27,257,3,69,0,227,5,6,119,0,588,211,7,144,8,6,150,0,0,51,10,44,197,3,0,23,0,214,36,0,42,0,79
Oceania,Tonga,1572,0,36,40,0,703,6,0,0,0,9,0,0,143,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,4,0,29,0,0,0,0,0,0,62,0,0,308,0,4,101,0,0,3,18
Global,Total,3694073,12316,5130,63857,9716,733756,41859,42183,6966,8840,429017,96469,3453,16462,8680,127720,30604,17615,17048,18179,14772,4932,89165,120403,66177,50863,4888,24591,1713,14362,42976,7784,177890,15064,402904,70579,3569,60015,18116,32425,85083,9271,12985,20520,3518,28703,343799,1167,3241,20915,3047,101190,86909,2438,20953,1274,36002
Americas,Trinidad and Tobago,21368,39,3,68,5,424,35,259,65,112,3609,761,0,6,3,101,71,3,14,34,77,0,984,624,96,54,31,30,0,0,53,12,1397,15,9222,303,10,115,52,40,726,4,32,129,0,87,866,0,48,6,0,344,68,17,33,3,203
Africa,Tunisia,1690,6,0,10,0,275,19,16,0,12,200,39,0,0,0,59,26,3,3,0,13,0,59,44,44,23,0,15,3,0,15,0,50,6,175,30,0,50,3,4,105,0,0,7,0,23,96,0,0,0,0,106,26,0,14,0,14
Asia,Turkey,15178,65,11,149,53,1998,128,321,88,63,1100,377,0,7,4,560,114,39,40,38,92,12,381,584,150,100,16,110,5,17,107,43,2038,26,2389,247,3,308,55,99,515,3,46,90,0,107,1154,7,0,35,0,665,321,14,90,6,134
Asia,Turkmenistan,653,0,0,3,0,88,3,0,0,0,50,5,0,0,0,34,0,0,0,0,0,0,10,18,4,0,0,0,0,0,11,0,24,0,140,7,0,4,0,0,24,0,0,0,0,0,35,0,0,7,0,25,31,0,25,0,7
Americas,Turks and Caicos Islands,153,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Uganda,3917,12,0,43,3,425,115,35,0,25,86,113,0,0,0,121,37,22,12,27,6,16,309,973,57,109,0,27,0,15,4,7,100,0,116,64,3,91,46,23,103,0,4,26,5,37,264,0,0,14,0,120,131,0,27,0,57
Europe,Ukraine,35471,73,121,190,45,5146,417,511,40,43,1845,540,0,59,157,2884,188,99,68,170,74,35,493,898,800,433,22,378,41,115,170,62,1482,44,5302,666,20,1068,104,1528,1781,0,27,558,78,236,718,3,0,103,3,587,4454,11,206,11,337
Asia,United Arab Emirates,2765,12,0,35,3,449,14,33,0,0,138,75,0,0,0,169,24,13,27,11,8,4,71,64,157,62,0,25,0,0,4,4,136,0,214,58,0,79,24,21,76,0,0,3,0,12,417,0,0,5,0,132,61,0,22,0,10
Europe,United Kingdom,50178,249,70,949,136,8751,1255,1019,81,224,5281,1660,9,125,154,1407,523,147,199,224,221,210,924,2136,1160,502,84,356,89,93,458,344,1842,180,4271,1638,6,890,231,747,1524,9,158,664,19,508,4018,34,17,360,123,1437,1483,76,368,34,480
Americas,United States,638,3,0,3,0,131,0,3,0,3,60,21,0,3,0,11,0,0,0,0,0,0,26,15,8,3,0,0,0,0,6,3,35,0,73,17,0,5,0,4,9,0,0,0,0,0,50,0,0,5,0,26,7,0,0,0,5
NA,Unknown,1493,4,1,20,4,233,11,8,2,1,191,24,0,10,3,56,14,5,7,5,17,1,35,61,38,10,2,13,0,6,3,8,88,13,116,36,2,40,1,8,25,6,8,11,0,9,112,0,2,5,0,31,12,1,7,0,149
Americas,Uruguay,5055,6,0,36,0,253,19,103,0,13,1614,295,0,0,0,60,18,3,3,7,11,0,73,243,20,24,5,10,0,0,35,21,795,3,411,124,0,27,0,10,92,31,0,64,0,23,204,0,0,89,0,125,27,0,29,0,54
Asia,Uzbekistan,8147,5,3,118,0,894,112,68,0,10,456,211,0,0,69,251,30,7,29,134,4,0,183,174,65,51,0,134,0,9,26,9,222,0,2608,142,0,395,15,141,481,0,4,94,0,89,180,0,0,30,0,226,276,0,22,0,99
Oceania,Vanuatu,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americas,Venezuela,38578,125,18,187,55,1482,279,280,34,81,20231,1154,0,20,16,412,218,49,84,110,199,11,378,630,229,135,46,131,4,52,142,27,891,49,1722,686,0,350,231,103,477,471,85,231,0,269,4599,7,6,320,3,562,242,15,121,5,276
Asia,Vietnam,113604,772,67,1891,501,35467,1609,503,115,61,5147,4478,20,516,124,1744,613,819,1106,366,1962,164,1715,3702,1382,2023,460,1227,57,751,795,181,1296,353,1718,3023,113,1076,1404,2175,3107,0,77,758,52,1016,16678,10,6,638,76,3206,5066,85,359,17,934
Americas,"Virgin Islands, British",246,0,0,0,0,0,0,4,0,0,62,12,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,4,0,65,0,0,0,0,0,0,0,6
Americas,"Virgin Islands, U.S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,Yemen,9146,142,0,7,29,1352,5,110,40,0,47,23,0,0,0,302,101,4,3,5,127,0,35,13,2482,73,137,18,0,0,0,0,67,8,2770,396,0,56,3,27,53,0,0,22,0,179,68,0,0,0,0,146,51,0,4,0,165
Africa,Zambia,2048,7,0,50,10,192,35,22,0,0,104,178,0,0,4,115,50,9,3,4,4,0,92,60,62,37,0,22,0,3,15,0,54,0,152,62,0,42,22,10,78,0,0,8,0,28,280,0,0,6,0,56,53,0,10,0,27
Africa,Zimbabwe,3596,20,0,70,3,313,72,27,3,9,180,202,0,3,0,79,155,12,16,50,5,0,147,151,77,44,3,42,0,31,19,25,115,4,152,132,10,115,29,41,137,0,6,21,0,51,662,0,0,23,0,144,64,11,17,3,27
