"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STATEFIP","COUNTYFIP","STRATA","GQ","PERNUM","PERWT","SEX","AGE","BPL","BPLD","CITIZEN","YRNATUR","YRSUSA1","OCC","INCTOT","INCWAGE","category"
2020,202001,817202,2020010104440,17,2020008172021,39,113,460439,3,1,17,2,77,300,30050,2,1976,52,0,18000,0,NA
2020,202001,817243,2020010105724,42,2020008172431,39,0,520039,3,1,42,1,34,200,20000,2,2007,15,6230,10000,10000,"Natural Resources, Construction, and Maintenance Occupations"
2020,202001,817361,2020010108619,78,2020008173611,39,61,550439,4,1,78,1,18,600,60064,2,2010,11,4655,2000,2000,"Service Occupations"
2020,202001,817448,2020010110513,59,2020008174481,39,0,500039,4,1,59,2,19,500,50000,2,2014,1,51,300,300,"Management, Business and Financial Operations"
2020,202001,817495,2020010111924,29,2020008174951,39,153,180439,3,1,29,1,21,300,30030,2,2013,15,7810,6600,6600,"Production, Transportation, and Material Moving Occupations"
2020,202001,817575,2020010113989,55,2020008175751,39,0,360039,3,1,55,1,30,210,21050,2,2013,7,7150,3300,3300,"Natural Resources, Construction, and Maintenance Occupations"
2020,202001,817610,2020010115074,51,2020008176101,39,61,550439,4,1,51,1,18,600,60064,2,2010,11,4655,2000,2000,"Service Occupations"
2020,202001,817759,2020010118793,93,2020008177591,39,0,260039,3,1,93,2,94,521,52100,2,1975,56,0,25600,0,NA
2020,202001,817886,2020010122071,9,2020008178861,39,0,350039,3,1,9,1,88,434,43400,2,1952,68,0,21600,0,NA
2020,202001,817954,2020010124126,74,2020008179541,39,0,50039,3,1,74,2,94,521,52100,2,1975,56,0,25600,0,NA
2020,202001,818248,2020010130836,18,2020008182481,39,35,90839,4,1,18,1,49,500,50000,2,2008,29,9640,4400,4400,"Production, Transportation, and Material Moving Occupations"
2020,202001,818263,2020010131092,31,2020008182631,39,45,390039,3,1,31,1,42,210,21050,2,1986,40,7700,20000,20000,"Production, Transportation, and Material Moving Occupations"
2020,202001,818422,2020010135246,18,2020008184221,39,0,20039,4,1,18,2,38,502,50200,2,1983,37,4220,42000,42000,"Service Occupations"
2020,202001,818464,2020010135967,36,2020008184641,39,61,550439,4,1,36,2,20,518,51800,2,2001,19,2634,23800,23800,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,818497,2020010136891,46,2020008184971,39,0,420039,3,1,46,1,30,210,21050,2,2013,7,7150,3300,3300,"Natural Resources, Construction, and Maintenance Occupations"
2020,202001,818536,2020010138071,13,2020008185361,39,153,180239,4,1,13,1,34,260,26030,2,2013,12,8990,15500,0,"Production, Transportation, and Material Moving Occupations"
2020,202001,818601,2020010139813,18,2020008186011,39,0,110039,3,1,18,2,33,200,20000,2,2008,25,4020,0,0,"Service Occupations"
2020,202001,818743,2020010143599,5,2020008187431,39,153,180339,4,1,5,1,72,150,15000,2,1970,53,0,11500,0,NA
2020,202001,818745,2020010143663,6,2020008187451,39,35,90939,4,1,6,1,20,200,20000,2,2018,19,4110,2000,2000,"Service Occupations"
2020,202001,818755,2020010143850,124,2020008187551,39,61,550339,4,1,124,1,49,500,50000,2,2008,29,9640,4400,4400,"Production, Transportation, and Material Moving Occupations"
2020,202001,818857,2020010146126,50,2020008188571,39,57,470039,4,1,50,1,18,600,60064,2,2010,11,4655,2000,2000,"Service Occupations"
2020,202001,818884,2020010146730,7,2020008188841,39,153,180139,3,1,7,1,21,300,30030,2,2013,15,7810,6600,6600,"Production, Transportation, and Material Moving Occupations"
2020,202001,818990,2020010149455,19,2020008189901,39,0,350039,4,1,19,2,18,210,21040,2,2002,18,4760,3800,3800,"Sales and Related Occupations:"
2020,202001,819095,2020010152052,28,2020008190951,39,0,280039,3,1,28,1,30,524,52400,2,2018,11,20,0,0,"Management, Business and Financial Operations"
2020,202001,819307,2020010157608,55,2020008193071,39,113,460339,3,1,55,2,33,200,20000,2,2008,25,4020,0,0,"Service Occupations"
2020,202001,819608,2020010165423,29,2020008196081,39,0,360039,3,1,29,1,30,210,21050,2,2013,7,7150,3500,3500,"Natural Resources, Construction, and Maintenance Occupations"
2020,202001,819726,2020010168388,15,2020008197261,39,113,460339,4,1,15,1,72,150,15000,2,1970,53,0,11500,0,NA
2020,202001,819891,2020010172541,43,2020008198911,39,49,411039,3,1,43,1,34,200,20000,2,2007,15,6230,15000,15000,"Natural Resources, Construction, and Maintenance Occupations"
2020,202001,819920,2020010173451,32,2020008199201,39,61,550439,4,1,32,1,18,600,60064,2,2010,11,4655,2000,2000,"Service Occupations"
2020,202001,820124,2020010178941,47,2020008201241,39,0,420039,3,1,47,1,31,524,52400,2,2017,12,20,0,0,"Management, Business and Financial Operations"
2020,202001,820128,2020010178976,25,2020008201281,39,0,120039,3,1,25,2,78,499,49900,2,1983,58,0,16800,0,NA
2020,202001,820200,2020010180765,4,2020008202001,39,0,50039,4,1,4,2,73,453,45300,2,1952,68,0,9300,0,NA
2020,202001,820254,2020010182113,64,2020008202541,39,0,210039,3,1,64,1,88,434,43400,2,1952,68,0,21600,0,NA
2020,202001,820357,2020010184966,44,2020008203571,39,29,340039,3,1,44,1,28,599,59900,2,2019,4,6260,12500,0,"Natural Resources, Construction, and Maintenance Occupations"
2020,202001,820387,2020010185714,87,2020008203871,39,57,470039,4,1,87,1,21,515,51500,2,2017,8,3645,19000,19000,"Service Occupations"
2020,202001,820444,2020000000606,83,2020008204441,39,35,90439,1,1,83,1,53,465,46530,2,2002,31,9130,46700,46700,"Production, Transportation, and Material Moving Occupations"
2020,202001,820444,2020000000606,83,2020008204441,39,35,90439,1,2,90,2,52,465,46530,2,2002,31,4220,460,460,"Service Occupations"
2020,202001,820473,2020000001390,125,2020008204731,39,35,90839,1,2,114,1,57,414,41400,2,2008,36,310,433000,433000,"Management, Business and Financial Operations"
2020,202001,820476,2020000001458,105,2020008204761,39,0,30039,1,1,105,2,94,453,45300,2,1957,70,0,28130,0,NA
2020,202001,820529,2020000003101,168,2020008205291,39,61,550739,1,1,168,2,56,512,51200,2,2007,26,4700,46600,46600,"Sales and Related Occupations:"
2020,202001,820573,2020000004303,139,2020008205731,39,61,550339,1,1,139,2,62,600,60099,2,2018,48,5160,45000,0,"Office and Administrative Support Occupations:"
2020,202001,820576,2020000004381,86,2020008205761,39,0,40039,1,1,86,2,73,453,45300,2,2000,68,0,11600,0,NA
2020,202001,820581,2020000004464,127,2020008205811,39,165,530139,1,2,102,1,66,434,43400,2,2019,27,1006,162110,162000,"Computer and Mathematical Occupations"
2020,202001,820607,2020000005093,140,2020008206071,39,133,170039,1,1,140,1,53,521,52140,2,2009,22,1021,110000,110000,"Computer and Mathematical Occupations"
2020,202001,820607,2020000005093,140,2020008206071,39,133,170039,1,2,207,2,50,521,52140,2,2009,22,1021,95000,95000,"Computer and Mathematical Occupations"
2020,202001,820701,2020000007672,163,2020008207011,39,165,530139,1,2,168,1,26,150,15000,2,2019,22,1007,130000,130000,"Computer and Mathematical Occupations"
2020,202001,820704,2020000007724,44,2020008207041,39,0,70039,1,1,44,2,68,500,50000,2,1987,46,5860,12000,0,"Office and Administrative Support Occupations:"
2020,202001,820704,2020000007724,44,2020008207041,39,0,70039,1,2,47,1,70,500,50010,2,1987,50,3090,0,0,"Healthcare Practitioners and Technical Occupations"
2020,202001,820722,2020000008066,63,2020008207221,39,61,550239,1,1,63,1,63,518,51800,2,1986,45,8740,140000,140000,"Production, Transportation, and Material Moving Occupations"
2020,202001,820722,2020000008066,63,2020008207221,39,61,550239,1,2,69,2,52,518,51800,2,2017,8,4521,35000,35000,"Service Occupations"
2020,202001,820722,2020000008066,63,2020008207221,39,61,550239,1,3,66,1,24,518,51800,2,2019,8,4110,0,0,"Service Occupations"
2020,202001,820729,2020000008233,51,2020008207291,39,0,30039,1,1,51,1,40,500,50040,2,2009,25,2205,150000,150000,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,820729,2020000008233,51,2020008207291,39,0,30039,1,2,61,2,40,500,50040,2,2013,15,2205,0,0,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,820738,2020000008491,292,2020008207381,39,93,80239,1,1,292,2,41,260,26030,2,1999,36,2100,138000,1e+05,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,820738,2020000008491,292,2020008207381,39,93,80239,1,2,277,1,51,300,30040,2,2019,6,1108,114000,90000,"Computer and Mathematical Occupations"
2020,202001,820751,2020000008770,168,2020008207511,39,17,540239,1,2,185,1,57,517,51700,2,2007,47,5610,26900,26900,"Office and Administrative Support Occupations:"
2020,202001,820752,2020000008795,99,2020008207521,39,61,550639,1,6,57,1,86,200,20000,2,2014,63,0,8700,0,NA
2020,202001,820760,2020000008954,48,2020008207601,39,61,550739,1,3,51,2,21,500,50000,2,2000,20,9645,1250,1200,"Production, Transportation, and Material Moving Occupations"
2020,202001,820775,2020000009352,68,2020008207751,39,113,460439,1,2,65,2,73,450,45000,2,1955,70,0,10300,0,NA
2020,202001,820799,2020000009981,458,2020008207991,39,49,410939,1,1,458,2,79,434,43400,2,1961,64,0,38000,0,NA
2020,202001,820807,2020000010180,70,2020008208071,39,0,20039,1,1,70,2,22,500,50000,2,1998,22,2205,2000,2000,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,820834,2020000010984,73,2020008208341,39,0,20039,1,1,73,2,73,300,30020,2,2019,39,0,17300,0,NA
2020,202001,820837,2020000011122,31,2020008208371,39,113,460239,1,1,31,2,68,515,51500,2,1983,42,0,48000,0,NA
2020,202001,820878,2020000012461,79,2020008208781,39,113,460439,1,2,100,2,57,515,51500,2,2018,6,8990,15000,15000,"Production, Transportation, and Material Moving Occupations"
2020,202001,820912,2020000013573,433,2020008209121,39,49,410939,1,1,433,1,28,260,26020,2,2012,11,4700,25000,25000,"Sales and Related Occupations:"
2020,202001,820918,2020000013749,74,2020008209181,39,0,70039,1,1,74,1,63,300,30065,2,1983,45,1530,70000,70000,"Computer and Mathematical Occupations"
2020,202001,820931,2020000014061,69,2020008209311,39,0,520039,1,2,70,1,50,260,26030,2,2006,21,4020,35000,35000,"Service Occupations"
2020,202001,820970,2020000014963,53,2020008209701,39,49,410539,1,1,53,1,64,453,45300,2,1998,33,2205,140000,140000,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,820970,2020000014963,53,2020008209701,39,49,410539,1,2,58,2,60,453,45300,2,1998,31,0,0,0,NA
2020,202001,820984,2020000015635,65,2020008209841,39,113,460139,1,2,83,1,56,518,51800,2,1998,40,1006,85000,85000,"Computer and Mathematical Occupations"
2020,202001,821004,2020000016264,505,2020008210041,39,49,410239,1,1,505,2,82,453,45300,2,1957,64,0,27800,0,NA
2020,202001,821034,2020000017039,190,2020008210341,39,0,50039,1,2,155,2,34,200,20000,2,2006,32,4220,13000,13000,"Service Occupations"
2020,202001,821087,2020000018672,101,2020008210871,39,49,411039,1,2,97,2,54,200,20000,2,1969,46,960,40000,0,"Management, Business and Financial Operations"
2020,202001,821128,2020000019728,150,2020008211281,39,0,30039,1,1,150,1,57,465,46530,2,1995,30,4710,150000,1e+05,"Sales and Related Occupations:"
2020,202001,821128,2020000019728,150,2020008211281,39,0,30039,1,2,144,2,57,465,46530,2,1995,30,800,95000,60000,"Management, Business and Financial Operations"
2020,202001,821145,2020000020252,138,2020008211451,39,49,410939,1,2,134,1,30,300,30015,2,2019,12,1021,266000,240000,"Computer and Mathematical Occupations"
2020,202001,821161,2020000020731,69,2020008211611,39,0,40039,1,2,69,1,50,515,51500,2,1970,50,2905,41000,40000,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,821185,2020000021191,141,2020008211851,39,49,410139,1,2,158,2,39,210,21070,2,2020,11,4230,0,0,"Service Occupations"
2020,202001,821220,2020000022162,95,2020008212201,39,0,560039,1,2,114,2,48,465,46530,2,2003,18,2360,0,0,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,821236,2020000022839,64,2020008212361,39,41,400039,1,1,64,1,51,150,15000,2,2008,23,800,2e+05,2e+05,"Management, Business and Financial Operations"
2020,202001,821236,2020000022839,64,2020008212361,39,41,400039,1,2,61,2,47,150,15000,2,2008,22,9920,0,0,"Production, Transportation, and Material Moving Occupations"
2020,202001,821239,2020000022860,161,2020008212391,39,49,410139,1,1,161,1,49,600,60065,2,2019,7,9620,22000,22000,"Production, Transportation, and Material Moving Occupations"
2020,202001,821239,2020000022860,161,2020008212391,39,49,410139,1,2,155,2,37,600,60065,2,2014,10,9640,25300,22000,"Production, Transportation, and Material Moving Occupations"
2020,202001,821290,2020000024497,65,2020008212901,39,35,91039,1,1,65,2,74,453,45300,2,1955,72,0,46700,0,NA
2020,202001,821308,2020000024818,75,2020008213081,39,61,550339,1,1,75,2,49,600,60032,2,2005,22,630,54300,45200,"Management, Business and Financial Operations"
2020,202001,821310,2020000024863,104,2020008213101,39,35,90139,1,1,104,2,57,150,15000,2,1994,58,800,125000,125000,"Management, Business and Financial Operations"
2020,202001,821311,2020000024884,148,2020008213111,39,93,80139,1,1,148,1,50,200,20000,2,1989,47,140,40000,40000,"Management, Business and Financial Operations"
2020,202001,821319,2020000024981,61,2020008213191,39,0,360039,1,1,61,2,53,210,21040,2,1990,50,4120,18000,18000,"Service Occupations"
2020,202001,821328,2020000025285,387,2020008213281,39,0,60039,1,1,387,2,72,150,15000,2,1965,67,0,16630,0,NA
2020,202001,821333,2020000025473,583,2020008213331,39,49,410839,1,1,583,1,51,600,60044,2,2009,17,9141,50000,50000,"Production, Transportation, and Material Moving Occupations"
2020,202001,821333,2020000025473,583,2020008213331,39,49,410839,1,2,418,2,46,600,60044,2,2018,11,4230,22300,20000,"Service Occupations"
2020,202001,821381,2020000026819,61,2020008213811,39,49,410439,1,1,61,1,66,600,60012,2,2000,42,9645,17600,5600,"Production, Transportation, and Material Moving Occupations"
2020,202001,821381,2020000026819,61,2020008213811,39,49,410439,1,2,63,2,53,600,60014,2,1999,24,0,0,0,NA
2020,202001,821450,2020000028657,155,2020008214501,39,165,530139,1,1,155,1,74,465,46500,2,2002,24,0,8000,0,NA
2020,202001,821450,2020000028657,155,2020008214501,39,165,530139,1,2,167,2,71,465,46530,2,2002,24,0,3000,0,NA
2020,202001,821450,2020000028657,155,2020008214501,39,165,530139,1,3,190,1,43,465,46530,2,2002,24,1720,62000,62000,"Computer and Mathematical Occupations"
2020,202001,821487,2020000029332,29,2020008214871,39,0,150039,1,1,29,1,61,434,43400,2,2010,14,5610,30160,30000,"Office and Administrative Support Occupations:"
2020,202001,821487,2020000029332,29,2020008214871,39,0,150039,1,2,27,2,58,200,20000,2,1975,50,3603,30000,30000,"Service Occupations"
2020,202001,821514,2020000030128,41,2020008215141,39,49,410139,1,1,41,2,68,260,26043,2,1980,58,3515,36000,20000,"Healthcare Practitioners and Technical Occupations"
2020,202001,821566,2020000031498,99,2020008215661,39,93,80239,1,1,99,1,32,457,45730,2,2013,12,7905,25000,25000,"Production, Transportation, and Material Moving Occupations"
2020,202001,821592,2020000032196,145,2020008215921,39,17,540239,1,1,145,1,46,521,52100,2,2006,22,4720,24300,24300,"Sales and Related Occupations:"
2020,202001,821592,2020000032196,145,2020008215921,39,17,540239,1,2,208,2,44,521,52100,2,1995,31,5740,13000,11900,"Office and Administrative Support Occupations:"
2020,202001,821594,2020000032300,148,2020008215941,39,165,530239,1,1,148,1,49,500,50040,2,2012,19,650,36960,36500,"Management, Business and Financial Operations"
2020,202001,821632,2020000033338,107,2020008216321,39,49,411039,1,1,107,1,35,600,60053,2,2019,14,9130,30000,30000,"Production, Transportation, and Material Moving Occupations"
2020,202001,821648,2020000033875,238,2020008216481,39,61,550239,1,3,236,1,13,500,50000,2,2008,12,0,9999999,999999,NA
2020,202001,821660,2020000034123,92,2020008216601,39,35,90339,1,1,92,2,33,465,46530,2,2012,19,3256,160000,160000,"Healthcare Practitioners and Technical Occupations"
2020,202001,821660,2020000034123,92,2020008216601,39,35,90339,1,2,80,1,53,465,46530,2,2002,31,8760,14900,14900,"Production, Transportation, and Material Moving Occupations"
2020,202001,821661,2020000034232,70,2020008216611,39,49,410439,1,1,70,2,43,465,46500,2,2015,15,3255,51000,51000,"Healthcare Practitioners and Technical Occupations"
2020,202001,821661,2020000034232,70,2020008216611,39,49,410439,1,2,80,1,48,465,46500,2,2016,16,1650,40800,29000,"Computer and Mathematical Occupations"
2020,202001,821661,2020000034232,70,2020008216611,39,49,410439,1,3,89,1,20,465,46500,2,2015,14,4720,4700,4700,"Sales and Related Occupations:"
2020,202001,821661,2020000034232,70,2020008216611,39,49,410439,1,4,72,2,15,465,46500,2,2015,15,0,0,999999,NA
2020,202001,821682,2020000034644,104,2020008216821,39,49,410439,1,1,104,1,70,410,41000,2,2005,37,1006,53500,0,"Computer and Mathematical Occupations"
2020,202001,821770,2020000037649,334,2020008217701,39,165,530239,1,1,334,1,33,521,52100,2,2008,17,3300,62030,62000,"Healthcare Practitioners and Technical Occupations"
2020,202001,821770,2020000037649,334,2020008217701,39,165,530239,1,2,285,2,30,521,52100,2,2017,6,5120,33000,33000,"Office and Administrative Support Occupations:"
2020,202001,821770,2020000037649,334,2020008217701,39,165,530239,1,5,309,2,60,521,52100,2,2008,17,0,6000,0,NA
2020,202001,821872,2020000040342,114,2020008218721,39,61,550239,1,1,114,2,70,600,60031,2,2005,31,4220,27200,9000,"Service Occupations"
2020,202001,821943,2020000042589,91,2020008219431,39,35,90239,1,1,91,1,56,500,50000,2,1996,30,4000,46000,24000,"Service Occupations"
2020,202001,821943,2020000042589,91,2020008219431,39,35,90239,1,2,71,2,56,500,50000,2,2005,35,4150,24000,24000,"Service Occupations"
2020,202001,821943,2020000042589,91,2020008219431,39,35,90239,1,3,87,2,90,500,50000,2,2006,35,0,12300,0,NA
2020,202001,821981,2020000043441,361,2020008219811,39,49,410339,1,1,361,1,62,600,60065,2,1986,39,9620,58000,30000,"Production, Transportation, and Material Moving Occupations"
2020,202001,821981,2020000043441,361,2020008219811,39,49,410339,1,4,433,2,54,600,60065,2,1992,31,4030,55000,55000,"Service Occupations"
2020,202001,821997,2020000043816,86,2020008219971,39,0,360039,1,3,79,1,80,433,43300,2,1965,69,0,25500,0,NA
2020,202001,822029,2020000044524,98,2020008220291,39,35,90239,1,1,98,1,66,457,45710,2,2008,21,8256,62000,52000,"Production, Transportation, and Material Moving Occupations"
2020,202001,822029,2020000044524,98,2020008220291,39,35,90239,1,2,129,2,39,457,45740,2,2008,21,1825,90000,90000,"Computer and Mathematical Occupations"
2020,202001,822039,2020000044827,118,2020008220391,39,0,110039,1,1,118,2,53,300,30050,2,2018,13,8100,12700,12700,"Production, Transportation, and Material Moving Occupations"
2020,202001,822039,2020000044827,118,2020008220391,39,0,110039,1,2,172,2,14,300,30050,2,2018,13,0,9999999,999999,NA
2020,202001,822086,2020000046026,90,2020008220861,39,17,540139,1,2,90,2,45,455,45500,2,2000,27,2545,3000,3000,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,822116,2020000046970,66,2020008221161,39,61,550139,1,2,68,1,48,411,41100,2,2007,17,4710,2e+05,2e+05,"Sales and Related Occupations:"
2020,202001,822157,2020000048129,116,2020008221571,39,153,180239,1,1,116,2,30,457,45730,2,2004,3,10,90000,75000,"Management, Business and Financial Operations"
2020,202001,822176,2020000048800,79,2020008221761,39,93,80139,1,1,79,1,70,438,43800,2,1983,48,0,3300,0,NA
2020,202001,822185,2020000049069,83,2020008221851,39,0,290039,1,2,95,1,84,502,50200,2,1978,50,0,33000,0,NA
2020,202001,822233,2020000050413,120,2020008222331,39,93,80139,1,2,109,2,79,453,45300,2,1950,69,0,6000,0,NA
2020,202001,822288,2020000052260,60,2020008222881,39,61,550639,1,1,60,1,77,450,45000,2,1989,54,0,38200,0,NA
2020,202001,822298,2020000052582,99,2020008222981,39,49,410439,1,1,99,2,52,260,26010,2,2005,28,7750,32000,32000,"Production, Transportation, and Material Moving Occupations"
2020,202001,822298,2020000052582,99,2020008222981,39,49,410439,1,3,195,2,75,260,26010,2,2014,11,0,6200,0,NA
2020,202001,822323,2020000053499,46,2020008223231,39,89,380039,1,1,46,2,85,453,45300,2,1967,62,4020,11700,0,"Service Occupations"
2020,202001,822329,2020000053818,112,2020008223291,39,35,90839,1,1,112,1,66,250,25000,2,1987,55,4850,65000,45000,"Sales and Related Occupations:"
2020,202001,822330,2020000053820,74,2020008223301,39,153,180239,1,2,126,1,35,521,52100,2,2000,23,1430,63000,63000,"Computer and Mathematical Occupations"
2020,202001,822335,2020000053924,139,2020008223351,39,0,110039,1,1,139,2,45,200,20000,2,2015,12,4600,10000,10000,"Service Occupations"
2020,202001,822367,2020000055011,366,2020008223671,39,0,150039,1,1,366,1,47,260,26030,2,2020,6,3870,32000,32000,"Service Occupations"
2020,202001,822371,2020000055063,29,2020008223711,39,0,350039,1,2,26,2,69,455,45500,2,2001,54,3620,38520,26800,"Service Occupations"
2020,202001,822428,2020000056882,1035,2020008224281,39,17,540239,1,1,1035,2,35,260,26010,2,2006,21,5120,43000,0,"Office and Administrative Support Occupations:"
2020,202001,822453,2020000057640,126,2020008224531,39,3,250039,1,1,126,2,51,515,51500,2,2010,15,8740,40000,40000,"Production, Transportation, and Material Moving Occupations"
2020,202001,822476,2020000058197,52,2020008224761,39,153,180239,1,1,52,2,71,150,15000,2,1963,68,3255,65900,34500,"Healthcare Practitioners and Technical Occupations"
2020,202001,822543,2020000060264,160,2020008225431,39,0,50039,1,1,160,2,34,200,20000,2,2006,32,2300,4800,4800,"Education, Legal, Community Service, Arts, and Media Occupations"
2020,202001,822583,2020000061001,166,2020008225831,39,113,460439,1,1,166,1,35,521,52100,2,2011,24,3655,46800,42000,"Service Occupations"
2020,202001,822583,2020000061001,166,2020008225831,39,113,460439,1,3,136,2,67,521,52100,2,1985,35,0,300,0,NA
2020,202001,822583,2020000061001,166,2020008225831,39,113,460439,1,4,138,1,66,521,52100,2,2009,27,0,44900,0,NA
